sentence_number,sentence_text
9505,"While this would be 30 billion lower than last year ' s deficit , much of the improvement would be due to corporate tax increases being introduced before income tax cuts take effect ."
9506,The U . S . Economic growth rate is expected to edge up to 2 . 75 pct next year from 2 . 5 pct this year and last .
9507,"In contrast to the last two years , more competitive exports boosted by the fall in the dollar should help GNP growth ."
9508,Unemployment should continue to fall slowly as the service sector continues to create jobs .
9509,"But inflation appears to be heading higher , partly due to the lower dollar , with consumer prices forecast to rise four pct this year and 4 . 5 pct next year after just 2 . 1 pct in 1986 ."
9510,""" Monetary and fiscal policy appear to be the key factors behind the avoidance of recession ,"" the report said ."
9511,"The current account balance of payments deficit is expected to be still around a high 125 billion dlrs next year , after hitting a projected record 147 . 25 billion this year , it said ."
9512,"In Canada economic growth is expected to pick up slightly to around 2 . 75 pct in 1988 from 2 . 5 pct this year , but will still be below levels seen in recent years ."
9513,"Inflation is expected to slow to 3 . 5 pct next year from 3 . 75 pct this year , unemployment should edge down to nine pct in 1988 from 9 . 25 pct this year ."
9514,Canada ' s current account deficit is projected to shrink to around four billion U . S . Dlrs this year and to remain at about that level in 1988 .
9515,"MARK ' S WORK WEARHOUSE & lt ;( MWW . TO > 1ST QTR LOSS Period ended May 2 Shr loss four cts vs loss three cts Net loss 397 , 000 vs loss 330 , 000 Revs 32 . 1 mln vs 30 . 4 mln Note : Full name Mark ' s Work Wearhouse Ltd ."
9516,"JOINT ACTION SAID VITAL TO BOOST WORLD GROWTH Prospects for world economic growth remain very sluggish , and coordinated action by western governments is urgently needed to restore business confidence , stabilize currencies and encourage investment , the Organization for Economic Cooperation and Development ( OECD ) said here ."
9517,""" The economic situation has deteriorated in recent months , and ..."
9518,"Slow growth , high unemployment and large payments imbalances are likely to persist ,"" it said in one of its gloomiest reviews of the world economy in recent years ."
9519,"The gross national product ( GNP ) of the 24 - nation bloc of western industrialised countries is forecast to grow by only 2 . 25 pct both this year and next , even slower than last year ' s 2 . 5 pct growth rate ."
9520,""" We would like to see the aggregate for the OECD area comfortably exceeding three pct ,"" David Henderson , head of the OECD ' s economics and statistics department , said ."
9521,"The OECD said that the dollar fall had led to rising inflation expectations and higher interest rates in the U . S ., Combining with world trade imbalances and the huge third world debt problem to increase the risks of a world economic downturn ."
9522,""" At the same time , many of the conditions for faster growth remain favorable ,"" it said , citing low inflation in most major countries , healthy corporate finances , generally lower interest rates , improvements in state budget positions and more flexible labor markets ."
9523,"But private sector confidence had been undermined by uncertainties over exchange rates , it said , and warned that "" for confidence to be restored , it is important for governments swiftly to implement internationally - agreed commitments ."""
9524,"This was a clear reference to last February ' s Louvre accord of the Group of Five nations plus Canada , analysts said ."
9525,"The OECD said that apparent disagreements among major countries on implementation of the Louvre accord had helped to undermine business confidence , and called on more active fiscal policies from the U . S ., West Germany and Japan to slow demand in the U . S . And raise it in the other two countries ."
9526,"Henderson said the 6 , 000 billion yen package announced recently by the Japanese government to encourage public works and cut taxes would make a significant contribution to this process , though it was too early to estimate its precise impact ."
9527,"He said the measures will help strengthen Japan ' s domestic demand significantly , quite possibly exceeding one pct of GNP ."
9528,"The inflation outlook , while broadly satisfactory , has worsened in recent months , with OECD consumer prices forecast to rise 3 . 5 pct this year and 3 . 75 pct in 1988 after a 2 . 8 pct increase in 1986 ."
9529,"There is no prospect for any significant improvement in the unemployment situation over the next 18 months , with the average rate expected to stabilize at 8 . 25 pct , similar to last year ."
9530,The OECD called for efforts to liberalize world agricultural markets through switching farm subsidies away from price guarantees and other measures linked to production towards direct income support for farmers .
9531,OECD SEES 1 . 5 PCT WEST GERMAN REAL GNP GROWTH IN 1987
9532,OECD SEES 1 . 5 PCT WEST GERMAN REAL GNP GROWTH IN 1987
9533,"AUSTRALIA SET TO GROW , BUT UNEMPLOYMENT MAY RISE Australia ' s economy should manage modest growth over the next two years after a sharp slowdown but unemployment could still edge upwards , the Organisation for Economic Cooperation and Development ( OECD ) said ."
9534,The organisation ' s latest half - yearly report says Gross Domestic Product will grow by 2 . 5 pct this year and by 2 . 75 pct in 1988 compared with only 1 . 4 pct in 1986 .
9535,"The growth will be helped by higher stockbuilding and stronger domestic demand following tax cuts and higher real wages , it added ."
9536,"The report forecasts a decline in inflation , with consumer prices increasing by 8 . 5 pct this year and 6 . 25 pct in 1988 ."
9537,The current account deficit shows signs of easing slightly and could narrow to 12 billion dlrs by the end of 1988 .
9538,"While predicting slightly stronger growth than last year , however , the report revises downwards the OECD ' s earlier growth forecast for 1987 of 3 . 75 pct ."
9539,"The OECD predicts a similar combination of modest economic growth and rising unemployment for New Zealand , which is struggling to recover from a major economic crisis ."
9540,"The country ' s GDP , which contracted by 0 . 6 pct last year , should again show growth over the next two years , rising by 0 . 25 pct this year and a more substantial 2 . 75 pct in 1988 ."
9541,"SQUIBB & lt ; SQB > SAID NOT INTERESTED IN BUYING CETUS Robert Fildes , president and chief executive of Cetus Corp & lt ; CTUS . O >, told Reuters that Squibb Corp is not interested in buying Cetus ."
9542,Earlier the companies said Squibb would buy from Cetus a five pct equity postion in Cetus for about 40 mln dlrs .
9543,""" This is not an attempt by Squibb to become a major majority holder in Cetus ,"" Fildes told Reuters in an interview ."
9544,""" Squibb has not approached us with any indication that they want to acquire us and we wouldn ' t be interested in that kind of arrangement ,"" said Fildes ."
9545,Squibb could not be reached to comment on the late comments by Fildes .
9546,Squibb is Cetus ' first pharmaceutical partner and the only one to own an equity position in Cetus .
9547,"Eastman Kodak Co & lt ; EK > and W . R . Grace & lt ; WR > both have joint ventures with Cetus , but neither owns an equity position in the company , said Fildes ."
9548,Cetus has a venture with Kodak to develp diagnostic products and with Grace to develop agricultural products .
9549,"Earlier , Squibb and Cetus announced in a joint statement an agreement in principle to form a joint venture to develop new biotechnology products in several fields ."
9550,"As part of the deal Squibb will license several of Cetus ' anticancer agents , including interleukin - 2 , in development ."
9551,Squibb will sell the drugs only in Japan and other markets but not in North American and Western Europe .
9552,""" We wouldn ' t have done this deal had it not been understood that Cetus wants to build its own fully integrated business in North America and Europe ,"" said Fildes ."
9553,He said Squibb was the good partner because Squibb has a major joint venture in Japan and has sales capabilities of its own in that market .
9554,Fildes said Cetus has shunned licensing arrangements with pharmaceutical companies because it wanted to build its own business .
9555,Many large corporations have invested in small biotech firms .
9556,But Squibb ' s investment in Cetus is the first it has made in biotechnology .
9557,"Fildes said that was attractive to Cetus because it wanted a partner that didn ' t have a relationship with a large number of other biotechnology companies ."""
9558,"Fildes said his strategy was to have partners in non drug areas like diagnostics and agriculture , but to "" keep the biggest developments in anticancer drugs to ourselves ."""
9559,"Fildes said the partnership with Squibb would be used to broaden the company ' s reach in such big money making areas as the cardiovascular , anti - infective and the anti - inflammatory markets ."
9560,Squibb is also investming 75 mln dlrs in Cetus ' research over the next five years .
9561,""" Squibb is putting up over 75 mln dlrs in research and development to make it happen , while the equity position part of the package is simply to demonstrate the seriousness of this partnership ,"" said Fildes ."
9562,"TRI - STAR PICTURES INC & lt ; TRSP . O > 1ST QTR MAY 31 Shr four cts vs four cts Net 1 , 180 , 000 vs 902 , 000 Revs 146 . 9 mln vs 37 . 0 mln Avg shrs 33 mln vs 23 . 9 mln NOTE : Company changed its fiscal year from December 31 to the last day of February , thus results of operations for the year - ago period have been restated to reflect this change ."
9563,Current first quarter includes results of operations of Loews Theatre Management Corp which Tri - Star acquired December 31 .
9564,"FALL IN CANADIAN BUDGET DEFICIT TO SLOW Finance Minister Michael Wilson said tax reform will not affect his determination to reign in expenditures , but his forecasts show a slowing of the decline in the budget deficit in the late 1980s ."
9565,""" Responsible tax reform must be fiscally responsible ,"" Wilson said in a speech prepared for the House of Commons ."
9566,"Wilson estimated the deficit will fall to 29 . 3 billion dlrs in the year ending March 31 , 1988 , the same level as he forecast in the February budget ."
9567,"And in the year ended this past March , the deficit was expected to have been one billion dlrs lower than the 32 billion dlr shortfall originally forecast , Wilson said ."
9568,"Wilson said in the current 1988 fiscal year higher - than - anticipated spending , particularly in farm income support programs , will be offset by higher - than - anticipated revenues ."
9569,But finance department documents show the pace of deficit reduction was expected to slow temporarily in fiscal 1989 and 1990 as a result of lower oil and grain prices and the transition to the reformed taxation system .
9570,The deficit is expected to total 28 . 9 billion dlrs in fiscal 1989 and 28 . 6 billion dlrs in 1989 and then fall to 26 . 1 billion dlrs in 1991 .
9571,"Wilson was optimistic about the outlook for the Canadian economy , forcasting gross domestic product would expand 2 . 8 pct this year and 3 . 0 pct in 1988 ."
9572,In 1986 the economy grew by an actual 3 . 1 pct .
9573,"Inflation , meanwhile , is expected to stabilize at around the current four pct level over the next two years ."
9574,ANZ BANKING GROUP SAYS IT WILL CUT PRIME RATE TO 16 . 00 PCT FROM 16 . 50 ON JUNE 22
9575,ANZ BANKING GROUP SAYS IT WILL CUT PRIME RATE TO 16 . 00 PCT FROM 16 . 50 ON JUNE 22
9576,Japan still asking institutions to limit speculative dlr deals - Miyazawa
9577,Japan still asking institutions to limit speculative dlr deals - Miyazawa
9578,"ANZ BANKING GROUP CUTS PRIME RATE TO 16 . 00 PCT The Australia and New Zealand Banking Group Ltd & lt ; ANZA . S > said it will cut its prime rate to 16 . 00 pct from 16 . 50 , effective June 22 ."
9579,The cut takes the ANZ ' s prime to the lower end of the range of prime rates being offered by Australian trading banks .
9580,The highest rate is 17 . 50 pct .
9581,"The cut follows announcements of cuts yesterday by & lt ; Citibank Ltd > to 16 . 00 pct from 16 . 5 , effective today , and & lt ; Commonwealth Bank of Australia > to 15 . 75 pct from 16 . 25 , effective June 24 ."
9582,"JAPAN STILL WANTS SPECULATIVE DLR DEALS LIMITED The Finance Ministry is still asking financial institutions to limit speculative dollar dealings , Finance Minister Kiichi Miyazawa told reporters ."
9583,He was responding to rumours in the New York currency market overnight that the Ministry was reducing its pressure on institutions to refrain from excessively speculative dollar dealings .
9584,"FED DATA SUGGEST NO CHANGE IN MONETARY POLICY New U . S . Banking data suggest the Federal Reserve is guiding monetary policy along a steady path and is not signalling any imminent change of course , economists said ."
9585,"But they also said that if money supply growth remains weak , as this week ' s unexpected eight billion dlr M - 1 decline suggests it may , this could influence the Fed to loosen its credit reins and move toward a more accommodative monetary policy ."
9586,"A Reuter survey of 17 money market economists produced a forecast of a 600 mln dlr M - 1 decline for the week ended June 8 , with estimates ranging from a gain of one billion dlrs to a decline of four billion ."
9587,"Instead , M - 1 fell eight billion dlrs to 745 . 7 billion dlrs at a seasonally adjusted annual rate ."
9588,"Coming on the heels of a 4 . 3 billion decrease in M - 1 for the week ended June 1 , this means the nation ' s money supply has fallen more than 12 billion dlrs in the past two weeks , economists said ."
9589,""" M - 1 has hit an air pocket of weakness ,"" said Bill Sullivan of Dean Witter Reynolds Inc ."
9590,"While M - 1 may have lost its significance as an indicator of economic growth , Sullivan said Fed officials might be concerned the latest drop in M - 1 means another month of sluggish growth in the broader monetary aggregates , M - 2 and M - 3 , which are seen as better gauges of economic growth ."
9591,"Latest monthly M - 2 and M - 3 data showed that as of May , both measures were growing at rates below the bottom of the Fed ' s 5 - 1 / 2 to 8 - 1 / 2 pct target ranges ."
9592,"If money growth does not accelerate , Fed officials , concerned that this indicates economic growth is flagging , could turn toward easier monetary policy , economists said ."
9593,""" Does this mean that the Fed abandons its current open market position ?"
9594,"No ,"" Sullivan said ."
9595,""" But does this mean the end of tightening for the time being ?"
9596,"Definitely yes ."""
9597,Economists said average adjusted discount window borrowings of 385 mln dlrs for the latest two - week bank statement period were lower than they had expected .
9598,Most believed the Fed had targetted a two - week borrowings average of around 500 mln dlrs .
9599,"But they said that if it had not been for a large one - day net miss in the Fed ' s reserve projections , the higher borrowings target would probably have been reached ."
9600,"A drop in May U . S . Housing starts and continued weakness in auto sales show key sectors of the U . S . Economy are lagging , while a recent modest 0 . 3 pct gain in May producer prices has helped dispel inflation fears , Slifer said ."
9601,""" If this continues , we can entertain the notion of Fed easing at some point ,"" he said ."
9602,Other economists said the Fed would probably pay little attention to weak money supply growth .
9603,""" It has been a number of years since M - 1 has given good signs of what ' s going on in the economy ,"" one said ."
9604,""" I don ' t think M - 1 shows that the economy is falling apart and the Fed should ease ."""
9605,Economists agreed a stable dollar will continue to be a prerequisite for any move by the Fed toward easier monetary policy .
9606,They said the Fed is reluctant to lower short - term rates for fear this would spur expectations of a weaker dollar and higher inflation which would push up long - term yields and choke off econmomic growth .
9607,But Sullivan said the dollar has been steady since late April .
9608,""" The Fed has to determine if this represents a fundamental change for the dollar ."
9609,"If it does , then this gives them more room to ease ,"" he said ."
9610,NATIONAL SEMICONDUCTOR CORP & lt ; NSM > FOURTH QUARTER Shr profit six cents vs loss 10 Net profit 8 . 1 mln dlrs vs loss 7 . 1 mln Sales 511 . 9 mln vs 397 . 8 mln Avg shrs 97 . 0 mln vs 90 . 5 mln YEAR Shr loss 38 cents vs loss 1 . 10 dlrs Net loss 24 . 6 mln dlrs vs loss 91 . 5 mln Sales 1 . 87 billion vs 1 . 48 billion Avg shrs 91 . 7 mln vs 89 . 8 mln NOTE - Current year figure includes previously announced 15 mln dlr restructuring charge .
9611,Figures include extraordinary credit from tax benefit of 4 . 2 mln dlrs in quarter vs 2 . 3 mln a year earlier and 4 . 2 mln for year vs 5 . 6 mln year earlier .
9612,The 1986 year net reflects 51 . 2 mln dlr gain from cumulative effect of accounting change .
9613,SHULTZ WARNS ASEAN OF LOOMING TRADE PROBLEM U . S . Secretary of State George Shultz warned members of the Association of Southeast Asian Nations ( ASEAN ) they could no longer rely on increased exports to the U . S . For growth .
9614,""" Given the importance of exports , particularly export manufactures , to all of your countries , you are going to have to work hard to diversify your markets ,"" he said ."
9615,""" While you may be able to maintain your current market share in the U . S ., You clearly will not be able to look to the U . S . To take major increases in your exports ,"" he added ."
9616,"Shultz told the foreign ministers of Brunei , Indonesia , Malaysia , the Philippines , Singapore and Thailand the U . S . Would cut its huge foreign trade deficit more rapidly than many now believed ."
9617,"He said ASEAN ' s looming trade problems would not necessarily stem from protectionist legislation now being contemplated by Congress , "" but simply because of the adjustments the U . S . Economy will have to make in order to service our large and growing external debt ."""
9618,Shultz said the U . S . Deficit had resulted not from falling exports but from higher imports that had fuelled world growth .
9619,"INDONESIA RAISES STAKE IN ALUMINIUM PLANT Indonesia has increased its share in a 434 - billion - yen aluminium smelter joint venture with Japan from 25 to 37 pct , Asahan Project Authority director A . R ."
9620,Suhud said .
9621,The Japanese Export - Import Bank said Indonesia had raised its share of ( P . T .
9622,"Indonesia Asahan Aluminium ) company , capitalised in 1975 at 91 billion , by swapping 32 billion yen in government loans to the company for an equity stake ."
9623,"The Japanese shareholders , the Overseas Economic Cooperation Fund and 12 companies , are to invest another 24 billion yen raising capitalisation to 147 billion yen ."
9624,Asahan reported total losses of 97 . 6 billion rupiah between 1982 and 1985 .
9625,Suhud said much of the company ' s 320 billion yen debt had been caused by falling tin prices and the appreciation of the yen against the U . S . Dollar .
9626,Aluminium is sold in dollars .
9627,"Prices improved from 1 , 150 dlrs a tonne six months ago to about 1 , 450 dlrs today ."
9628,"The plant is supposed to break even if prices stay at 1 , 500 dlrs a tonne ."
9629,"Sahud said the plant , with a capacity of 220 , 000 tonnes a year , would probably lose money again in 1987 ."
9630,"The plant , situated in North Sumatra , produces mostly for Japan ."
9631,"TAIWAN DOLLAR AND RESERVES SEEN RISING MORE SLOWLY Recent government moves to curb capital inflow have temporarily helped to slow the rise of Taiwan ' s foreign exchange reserves and to stabilise the local dollar against the U . S . Currency , officials and bankers said ."
9632,Central bank governor Chang Chi - Cheng told reporters the reserves rose only about 500 mln U . S . Dlrs in the past two weeks and the local dollar appreciated more slowly against the U . S . Dollar .
9633,"Chang said , "" The pace of increase in our reserves is much slower now than before and our currency is getting more stable ."""
9634,"He said the reserves , mainly the result of the trade surplus with the U . S ., Rose at the rate of two to three billion U . S . Dlrs a month between January and May ."
9635,"The reserves , the world ' s third largest after Japan and West Germany , now total well over 60 billion U . S . Dlrs ."
9636,On June 2 the central bank froze overseas borrowings of local and foreign banks and cut the limit on central bank purchases of forward U . S .
9637,Dollars from banks to 40 pct from 90 pct of the value of a contract .
9638,Local and foreign bankers said the June 2 measures had drastically limited their ability to lend foreign exchange to importers and exporters .
9639,They said their overseas borrowings and forward dollar transactions showed a drastic decline with some banks registering a fall of up to 30 pct .
9640,Bank dealers said the Taiwan dollar has stabilised against the U . S . Currency this week after rising two to five Taiwanese cents a day between June 2 and 13 compared with a rise of five to eight cents in May .
9641,"The bank dealers said the central bank , which had previously bought U . S ."
9642,"Dollars heavily , sold at least 1 . 1 billion U . S . Dlrs in the past two weeks to meet commercial demand ."
9643,They said they expected the government to keep the local dollar stable in the near term to give breathing space to businesses experiencing slower exports because of the rise of more than 23 pct in the value of the Taiwan dollar since September 1985 .
9644,"The Taiwan dollar opened at 31 . 09 to the U . S . Dollar today , unchanged from yesterday ."
9645,"Keh Fei - Lo , vice president of First Commercial Bank , said , "" It appears the central bank ' s move to curb the capital inflow is quite successful ."""
9646,Vice economic minister Wang Chien - Shien said the slower rise in foreign exchange reserves would help ease pressure from Washington over the large U . S . Trade deficit with Taiwan .
9647,"Over the past year Taiwanese businessmen have delayed imports of machinery and production equipment because of exchange rate uncertainty , he said ."
9648,"The stable exchange rate would help boost imports , particularly from the United States ."
9649,"JAPAN APPROVES AID FOR INDONESIA , BRAZIL ALUMINIUM Japan ' s cabinet approved a plan to help financially - troubled aluminium ventures in Indonesia and Brazil , an official at the Ministry of International and Trade Industry ( MITI ) said ."
9650,Japan will invest 24 billion yen in & lt ; PT Indonesia Asahan Aluminium > in addition to the 68 . 3 billion yen already invested in the company .
9651,"The government and private interests will equally share the additional investment , he said ."
9652,"They will also provide equal shares in 6 . 3 billion yen in new investment in the Albras Amazon aluminium project in Brazil , in addition to the 45 . 7 billion yen already invested ."
9653,"The Japan Export - Import Bank will cut its rates on loans to Asahan and Albras to about five pct from about seven pct , the official said ."
9654,"Interest rates on loans by Japan ' s private banks to the two projects are expected to be reduced to around five pct from the current seven to eight pct , but an agreement has yet to be reached , industry sources said ."
9655,"Under the rescue scheme for Asahan , in which 91 . 1 billion yen has been invested , Indonesia will also extend another 32 billion yen to the company ."
9656,This will raise Indonesia ' s investment ratio to about 40 pct from the current 25 pct .
9657,"The Brazilian government has already agreed to invest an additional 6 . 5 billion yen in Albras , in which investment now totals 93 . 2 billion yen , but its stake will not change from 51 pct , the official said ."
9658,"The sources said the rescue programs for the two projects were larger than earlier expected , reflecting Japan ' s desire to help develop the economies of Indonesia and Brazil and to stabilise sources of aluminium ."
9659,"Japan depends on imports for more than 90 pct of its aluminium demand , which totals some 1 . 8 mln tonnes a year , they said ."
9660,"MITSUI BUYS FIVE PCT STAKE IN U . S . CHIP MAKER Mitsui and Co Ltd & lt ; MITS . T > paid 1 . 5 mln dlrs in early May for a five pct stake in & lt ; Zoran Corp >, a California - based maker of large scale integrated circuits ( LSI ) with computer graphic , communications and medical applications , a Mitsui spokesman told Reuters ."
9661,"He said the two firms will form a marketing company in Japan as early as next year , although details of the joint venture are not yet fixed ."
9662,Mitsui expects last year ' s 10 billion yen Japanese LSI market to grow quickly .
9663,"Zoran was founded in 1981 and now has about 100 employees , he said ."
9664,"JAPAN ' S JUNE INTERIM TRADE SURPLUS NARROWS Japan ' s custom - cleared trade surplus narrowed to 1 . 61 billion dlrs in the first 10 days of June from 1 . 97 billion a year earlier , the Finance Ministry said ."
9665,The June interim surplus compares with a 1 . 76 billion dlr surplus in the same May period .
9666,FOB exports in the first 10 days of June rose 17 . 6 pct from a year earlier to 6 . 05 billion dlrs while CIF imports rose 39 . 6 pct to 4 . 44 billion .
9667,The average yen / dollar rate used for the figures was 141 . 04 yen against 169 . 03 a year earlier .
9668,"C . ITOH AND CO LTD & lt ; CITT . T > Year ended March 31 Group shr 18 . 83 yen vs 18 . 73 Net 20 . 07 billion vs 18 . 47 billion Pretax 22 . 14 billion vs 25 . 36 billion Operating 37 . 57 billion vs 51 . 57 billion Sales 14 , 762 billion vs 15 , 900 billion"
9669,Sainsbury ' s says it taking control of Shaw ' s Supermarkets for 30 dlrs a share
9670,Sainsbury ' s says it taking control of Shaw ' s Supermarkets for 30 dlrs a share
9671,SAINSBURY ' S TAKING CONTROL OF SHAW ' S SUPERMARKETS J Sainsbury Plc & lt ; SNB . L > said it agreed to take control of the U . S . Shaw ' s Supermarkets Inc through a combination of share purchases and a tender offer at 30 dlrs a share .
9672,Sainsbury bought about 21 pct of the stock in 1983 .
9673,"It said its U . S . Subsidiary , Chene Investments Inc , bought 2 . 55 mln common shares from the controlling Davis family yesterday at 30 dlrs a share for 76 . 5 mln dlrs , lifting its stake to 49 . 4 pct ."
9674,"A tender offer for the outstanding shares will be launched , also at 30 dlrs a share for a maximum further cost of 184 . 4 mln ."
9675,"The Shaw ' s Board and the Davis family has agreed to accept the offer , thus assuring Sainsbury ' s a total holding of 74 . 0 pct ."
9676,The company had allotted 20 . 18 mln new ordinary shares to & lt ; Warburg Securities Ltd > which it said would be sufficient to finance about 188 mln dlrs of the maximum 261 mln dlrs payable .
9677,"Shaw ' s operates a chain of 49 supermarkets in Massachusetts , Maine and New Hampshire which in 1986 produced sales of 1 . 1 billiob dlrs and pretax profit of 31 . 1 mln ."
9678,At the end of 1986 it had net assets of 88 mln dlrs .
9679,"Last September , Sainsbury ' s increased its stake in Shaw ' s to 28 . 5 pct ."
9680,"In the year to March 21 , it reported a rise in pretax profit to 246 . 9 mln stg from 192 . 7 mln on sales that increased to 4 . 04 billion from 3 . 58 billion ."
9681,Sainsbury shares had fallen five pence before the announcement to 590p from last night ' s close but were unmoved by news of the deal .
9682,ISUZU MOTORS LTD & lt ; ISUM . T > SIX MONTHS TO APRIL 30 Parent shr loss 15 . 85 yen vs profit 2 . 02 Interim div nil vs nil Net loss 12 . 92 billion vs profit 1 . 65 billion Current loss 12 . 52 billion vs profit 4 . 44 billion Operating loss 8 . 76 billion vs profit 6 . 52 billion Sales 443 . 90 billion vs 528 . 03 billion Outstanding shrs 815 . 10 mln vs 814 . 97 mln
9683,"BANGLADESH NAVY UNLOADS GRAINS DURING PORT STRIKE The navy is unloading foodgrains at Chittagong port following a strike by nearly 1 , 000 dockworkers , Bangladesh Shipping Corp officials said ."
9684,"The navy was unloading 74 , 000 tonnes of foodgrains from two ships today , and four vessels laden with some 90 , 000 tonnes of grains were waiting at the outer anchorage , port officials said ."
9685,A spokesman for the workers said they would continue their strike until authorities agree to their demands for higher pay and other benefits .
9686,The strike began on June 11 .
9687,""" Unloading of grains and other essential commodities started normally after we called in navy personnel to help ,"" a port official told Reuters ."
9688,""" The strike has caused no serious dislocation ,"" he said ."
9689,"The government meanwhile declared the port jobs an "" essential service "" and said the strikers could be dismissed unless they end the strike soon ."
9690,"TAIWAN BUYS 32 , 000 TONNES OF U . S . SOYBEANS The joint committee of Taiwan ' s soybean importers awarded a contract to Cargill Inc of Minneapolis , Minnesota , for supply of one 32 , 000 tonne cargo of U . S . Soybeans , a committee spokesman told Reuters ."
9691,"The cargo , priced at 249 . 10 U . S . Dlrs per tonne c and f Taiwan , is set for delivery before July 7 , he said ."
9692,The committee cancelled a tender for another cargo because the prices offered by U . S .
9693,"Suppliers were too high , he added ."
9694,"AGENCY HEAD SAYS JAPAN SHOULD CUT RICE PRICE The government should cut its consumer rice price if the official producer price is reduced next month , Tetsuo Kondo , director general of the government ' s Economic Planning Agency ( EPA ), told reporters ."
9695,Kondo said after a cabinet meeting that consumers should receive the benefits of the falling costs of rice farming due to the strong yen and lower oil prices .
9696,"Agriculture Ministry sources said the producer rice price paid to rice farmers would be cut after discussions by the Rice Price Council , an advisory body to the ministry , on July 1 and 2 ."
9697,The consumer rice price is usually set in December .
9698,"JAPAN PANEL URGES WORLD ECONOMIC ADJUSTMENTS Japan could avoid a sharp rise in the value of the yen against the dollar if Japan , the U . S . And other nations succeeded in restructuring their economies , an advisory panel to the government ' s Economic Planning Agency ( EPA ) said ."
9699,The advisory body said in its report that the yen would soar against the dollar if structural adjustments on a global basis were delayed .
9700,An EPA official told Reuters the dollar could fall to slightly below 100 yen by 1993 if Japan and the U . S . Failed to restructure their economies .
9701,"The dollar ' s fall without structural adjustments would cut Japan ' s current account surplus to two pct of gross national product ( GNP ) in 1993 , the report said ."
9702,It said such a change would slow real GNP growth to an average of two pct annually during the seven - year period to 1993 .
9703,"If the two nations restructured their economies , the dollar would remain stable in real terms , while reducing Japan ' s current - account surplus to 2 . 1 pct of GNP in 1993 ."
9704,This scenario put Japan ' s GNP growth at 3 . 5 pct a year .
9705,"It forecast real growth of three pct for the world economy and four pct for Japan by 2 , 000 if the adjustments were made ."
9706,"JAPAN MUST TRY HARDER TO CUT SURPLUS - MINISTER Japan must try harder to reduce its trade surplus or the yen will come under renewed upward pressure , Economic Planning Minister Tetsuo Kondo ."
9707,He told a press luncheon he hoped Japan could cut its current account surplus by some 10 billion dlrs a year until it is reduced to some 50 to 60 billion dlrs .
9708,"In the fiscal year ended March 31 the surplus totalled 93 . 76 billion dlrs , or about 4 . 5 pct of GNP ."
9709,"The 6 , 000 billion yen economic stimulation package the government unveiled late last month would help slash Japan ' s current account surplus by five to six billion dlrs , he said ."
9710,THAI SMELTER FACES TIN CONCENTRATE SUPPLY SHORTAGE Thailand ' s major tin exporter and producer & lt ; Thailand Smelting and Refining Co > ( Thaisarco ) said it may be unable to meet all its overseas orders because of insufficient supplies of tin concentrates from Thai mines .
9711,"Local mines cut combined daily tin concentrate sales to Thaisarco , a Royal Dutch / Shell Group & lt ; RD . AS > unit , to less than 20 tonnes earlier this month from a previous 40 to 45 tonne average , commercial manager Yoot Eamsa - ard told Reuters ."
9712,He said the cuts resulted from a government decision to let the temporary business and municipal tax reductions on exported tin lapse on June 3 .
9713,"The taxes , levied on the tin mines , rose to 4 . 4 pct this month from 1 . 1 pct ad valorem over the past year ."
9714,The lower levels had been introduced last year as a temporary move to aid the tin industry after prices collapsed in late 1985 .
9715,Yoot said Thaisarco had to dig into its stocks to meet a large portion of new overseas orders which were averaging 100 tonnes per day .
9716,"As a result , he said , Thailand could fail to fill some 3 , 000 tonnes of its 19 , 000 tonne tin export quota allocated by the Association of Tin Producing Countries ( ATPC ) for the year ending February 1988 ."
9717,"Reduced tin exports this year could cause the ATPC to allocate a lower quota next year , Yoot said ."
9718,"The supplies shortage should prove temporary , however , because the Thai cabinet is expected to review a Mineral Resources Department proposal to reinstate the low taxes late this month , Yoot said ."
9719,"The department said Thailand exported 7 , 715 tonnes of tin during January / May compared with 8 , 462 tonnes a year ago ."
9720,"SRI LANKA PLANS TO RENEW ABU DHABI OIL CONTRACT Ceylon Petroleum Corp ( CPC ) has decided to renew its one - year contract with Abu Dhabi for 480 , 000 tonnes of Upper Zakum crude oil , CPC officials told Reuters ."
9721,They said CPC made the recommendation to the cabinet and is now awaiting its approval .
9722,CPC ' s one - year contract with Abu Dhabi expired on May 31 this year and it wants the renewed contract to begin on June 1 at the government selling price .
9723,Delivery will be determined in the course of the year .
9724,"Last year , shipments were in three parcels of 120 , 000 tonnes each and four of 30 , 000 tonnes each ."
9725,"CPC officials also said the company agreed with the Egyptian government for the supply of 240 , 000 tonnes of Gulf of Suez crude for delivery in two shipments this year at the government selling price ."
9726,"Last year , CPC bought 120 , 000 tonnes Gulf of Suez through C . Itoh ."
9727,"Officials said plans to buy 240 , 000 tonnes of Basra Light from Iraq have not been finalised yet because of several constraints ."
9728,"CPC said it could not accept 120 , 000 tonne parcels and proposed to lift 30 , 000 tonnes in eight shipments ."
9729,Iraq National Oil Co ( INOC ) told CPC a Red Sea port where lifting was to take place could not accept small ships .
9730,"INOC then proposed to deliver eight shipments of 30 , 000 tonnes each ."
9731,"CPC said INOC planned to ship the oil to an Indian port for delivery of Indian requirements , later going to Colombo to offload CPC ' s needs , but CPC considered this unsuitable ."
